date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:46:35	67904/67904	---M--	200	added ('OK')	font/woff	date:Tue,%2004%20Apr%202023%2007:41:37%20GMT	https://kelhome.in/assets/fonts/ionicons28b5.woff?v=2.0.0	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/ionicons28b528b5.woff	(from https://kelhome.in/assets/css/ionicons.min.css)
11:46:35	188508/188508	---M--	200	added ('OK')	font/ttf	date:Tue,%2004%20Apr%202023%2007:41:33%20GMT	https://kelhome.in/assets/fonts/ionicons28b5.ttf?v=2.0.0	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/ionicons28b528b5.ttf	(from https://kelhome.in/assets/css/ionicons.min.css)
11:46:36	38384/38384	---M--	200	added ('OK')	font/woff2	date:Tue,%2004%20Apr%202023%2007:41:42%20GMT	https://kelhome.in/assets/fonts/Material-Design-Iconic-Fontd1f1.woff2?v=2.2.0	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/Material-Design-Iconic-Fontd1f1d1f1.woff2	(from https://kelhome.in/assets/css/material-design-iconic-font.css)
11:46:36	333834/333834	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Apr%202023%2007:41:35%20GMT	https://kelhome.in/assets/fonts/ionicons28b5.svg?v=2.0.0	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/ionicons28b528b5.svg	(from https://kelhome.in/assets/css/ionicons.min.css)
11:46:36	50312/50312	---M--	200	added ('OK')	font/woff	date:Tue,%2004%20Apr%202023%2007:41:46%20GMT	https://kelhome.in/assets/fonts/Material-Design-Iconic-Fontd1f1.woff?v=2.2.0	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/Material-Design-Iconic-Fontd1f1d1f1.woff	(from https://kelhome.in/assets/css/material-design-iconic-font.css)
11:46:37	99212/99212	---M--	200	added ('OK')	font/ttf	date:Tue,%2004%20Apr%202023%2007:41:36%20GMT	https://kelhome.in/assets/fonts/Material-Design-Iconic-Fontd1f1.ttf?v=2.2.0	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/Material-Design-Iconic-Fontd1f1d1f1.ttf	(from https://kelhome.in/assets/css/material-design-iconic-font.css)
11:46:37	678/678	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Apr%202023%2007:45:17%20GMT	https://kelhome.in/images/bg/1.html	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/images/bg/1.html	(from https://kelhome.in/assets/css/bundle.css)
11:46:38	678/678	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Apr%202023%2007:45:20%20GMT	https://kelhome.in/images/bg/2.html	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/images/bg/2.html	(from https://kelhome.in/assets/css/bundle.css)
11:46:38	678/678	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Apr%202023%2007:45:17%20GMT	https://kelhome.in/images/bg/3.html	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/images/bg/3.html	(from https://kelhome.in/assets/css/bundle.css)
11:46:39	678/678	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Apr%202023%2007:45:20%20GMT	https://kelhome.in/images/bg/4.html	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/images/bg/4.html	(from https://kelhome.in/assets/css/bundle.css)
11:46:39	678/678	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Apr%202023%2007:45:23%20GMT	https://kelhome.in/images/bg/5.html	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/images/bg/5.html	(from https://kelhome.in/assets/css/bundle.css)
11:46:40	678/678	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Apr%202023%2007:45:24%20GMT	https://kelhome.in/images/bg/6.html	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/images/bg/6.html	(from https://kelhome.in/assets/css/bundle.css)
11:46:40	678/678	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Apr%202023%2007:45:26%20GMT	https://kelhome.in/images/bg/7.html	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/images/bg/7.html	(from https://kelhome.in/assets/css/bundle.css)
11:46:40	678/678	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Apr%202023%2007:45:27%20GMT	https://kelhome.in/images/bg/8.html	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/images/bg/8.html	(from https://kelhome.in/assets/css/bundle.css)
11:46:41	678/678	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Apr%202023%2007:45:29%20GMT	https://kelhome.in/images/bg/9.html	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/images/bg/9.html	(from https://kelhome.in/assets/css/bundle.css)
11:46:41	678/678	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Apr%202023%2007:45:16%20GMT	https://kelhome.in/images/bg/10.html	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/images/bg/10.html	(from https://kelhome.in/assets/css/bundle.css)
11:46:42	678/678	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Apr%202023%2007:45:34%20GMT	https://kelhome.in/images/pattern/pattern-bg.html	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/images/pattern/pattern-bg.html	(from https://kelhome.in/assets/css/bundle.css)
11:46:43	157766/157766	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Apr%202023%2007:40:41%20GMT	https://kelhome.in/assets/fonts/DroidSerifRegular.eot	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/DroidSerifRegular.eot	(from https://kelhome.in/assets/css/style.css)
11:46:43	73488/73488	---M--	200	added ('OK')	font/woff2	date:Tue,%2004%20Apr%202023%2007:40:45%20GMT	https://kelhome.in/assets/fonts/DroidSerifRegular.woff2	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/DroidSerifRegular.woff2	(from https://kelhome.in/assets/css/style.css)
11:46:44	92732/92732	---M--	200	added ('OK')	font/woff	date:Tue,%2004%20Apr%202023%2007:40:47%20GMT	https://kelhome.in/assets/fonts/DroidSerifRegular.woff	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/DroidSerifRegular.woff	(from https://kelhome.in/assets/css/style.css)
11:46:45	157552/157552	---M--	200	added ('OK')	font/ttf	date:Tue,%2004%20Apr%202023%2007:40:43%20GMT	https://kelhome.in/assets/fonts/DroidSerifRegular.ttf	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/DroidSerifRegular.ttf	(from https://kelhome.in/assets/css/style.css)
11:46:46	79884/79884	---M--	200	added ('OK')	font/woff2	date:Tue,%2004%20Apr%202023%2007:40:33%20GMT	https://kelhome.in/assets/fonts/DroidSerifBold.woff2	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/DroidSerifBold.woff2	(from https://kelhome.in/assets/css/style.css)
11:46:47	170112/170112	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Apr%202023%2007:39:56%20GMT	https://kelhome.in/assets/fonts/DroidSerifBold.eot	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/DroidSerifBold.eot	(from https://kelhome.in/assets/css/style.css)
11:46:47	100628/100628	---M--	200	added ('OK')	font/woff	date:Tue,%2004%20Apr%202023%2007:40:32%20GMT	https://kelhome.in/assets/fonts/DroidSerifBold.woff	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/DroidSerifBold.woff	(from https://kelhome.in/assets/css/style.css)
11:46:49	169900/169900	---M--	200	added ('OK')	font/ttf	date:Tue,%2004%20Apr%202023%2007:40:28%20GMT	https://kelhome.in/assets/fonts/DroidSerifBold.ttf	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/DroidSerifBold.ttf	(from https://kelhome.in/assets/css/style.css)
11:46:49	1051/1051	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:42:58%20GMT	https://kelhome.in/assets/img/icons/next-arrow-black.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/icons/next-arrow-black.png	(from https://kelhome.in/assets/css/style.css)
11:46:50	1057/1057	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:43:01%20GMT	https://kelhome.in/assets/img/icons/next-arrow-hover.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/icons/next-arrow-hover.png	(from https://kelhome.in/assets/css/style.css)
11:46:50	1492/1492	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:42:01%20GMT	https://kelhome.in/assets/img/title-icon.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/title-icon.png	(from https://kelhome.in/assets/css/style.css)
11:46:51	1073/1073	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:42:39%20GMT	https://kelhome.in/assets/img/icon-img/1.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/icon-img/1.png	(from https://kelhome.in/assets/css/style.css)
11:46:51	1397134/1397134	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Apr%202023%2007:40:45%20GMT	https://kelhome.in/assets/fonts/DroidSerifRegular.svg	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/DroidSerifRegular.svg	(from https://kelhome.in/assets/css/style.css)
11:46:51	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Sat,%2028%20Aug%202021%2019:10:45%20GMT	https://kelhome.in/assets/img/banner/home1-static.jpg	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/banner/home1-static.71.delayed	(from https://kelhome.in/assets/css/style.css)
11:46:51	1060/1060	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:43:03%20GMT	https://kelhome.in/assets/img/icons/next-arrow-white.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/icons/next-arrow-white.png	(from https://kelhome.in/assets/css/style.css)
11:46:52	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Sat,%2028%20Aug%202021%2019:10:45%20GMT	https://kelhome.in/assets/img/home1-fullbanner.jpg	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/home1-fullbanner.73.delayed	(from https://kelhome.in/assets/css/style.css)
11:46:52	1406339/1406339	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Apr%202023%2007:40:29%20GMT	https://kelhome.in/assets/fonts/DroidSerifBold.svg	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/fonts/DroidSerifBold.svg	(from https://kelhome.in/assets/css/style.css)
11:46:53	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Sat,%2028%20Aug%202021%2019:10:45%20GMT	https://kelhome.in/assets/img/home1-testi-brand-bg.jpg	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/home1-testi-brand-bg.74.delayed	(from https://kelhome.in/assets/css/style.css)
11:46:53	1201/1201	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:42:50%20GMT	https://kelhome.in/assets/img/icon-img/testimonial-icon.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/icon-img/testimonial-icon.png	(from https://kelhome.in/assets/css/style.css)
11:46:53	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Sat,%2028%20Aug%202021%2019:10:45%20GMT	https://kelhome.in/assets/img/home5-testimonial.jpg	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/home5-testimonial.76.delayed	(from https://kelhome.in/assets/css/style.css)
11:46:54	1680/1680	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:42:51%20GMT	https://kelhome.in/assets/img/icon-img/testimonial-icon2.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/icon-img/testimonial-icon2.png	(from https://kelhome.in/assets/css/style.css)
11:46:55	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Sat,%2028%20Aug%202021%2019:10:45%20GMT	https://kelhome.in/assets/img/service/service1-img1.jpg	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/service/service1-img1.78.delayed	(from https://kelhome.in/assets/css/style.css)
11:46:56	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Sat,%2028%20Aug%202021%2019:10:45%20GMT	https://kelhome.in/assets/img/service-bg2.jpg	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/service-bg2.79.delayed	(from https://kelhome.in/assets/css/style.css)
11:46:56	63290/63290	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Apr%202023%2007:41:59%20GMT	https://kelhome.in/assets/img/service-bg3.jpg	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/service-bg3.jpg	(from https://kelhome.in/assets/css/style.css)
11:46:56	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Sat,%2028%20Aug%202021%2019:10:45%20GMT	https://kelhome.in/assets/img/service-bg4.jpg	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/service-bg4.7b.delayed	(from https://kelhome.in/assets/css/style.css)
11:46:57	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Sat,%2028%20Aug%202021%2019:10:45%20GMT	https://kelhome.in/assets/img/contact2-social.jpg	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/contact2-social.7c.delayed	(from https://kelhome.in/assets/css/style.css)
11:46:57	32076/32076	---M--	200	added ('OK')	text/css	date:Tue,%2004%20Apr%202023%2007:39:07%20GMT	https://kelhome.in/assets/css/jquery-ui.css	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/css/jquery-ui.css	(from https://kelhome.in/appliance.html)
11:46:58	221097/221097	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:43:53%20GMT	https://kelhome.in/assets/img/product/Electric%20Oven.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/product/Electric%20Oven.png	(from https://kelhome.in/appliance.html)
11:46:58	81732/81732	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:44:01%20GMT	https://kelhome.in/assets/img/product/Fully%20Automatic%20Washing%20Machine.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/product/Fully%20Automatic%20Washing%20Machine.png	(from https://kelhome.in/appliance.html)
11:46:59	186433/186433	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:44:31%20GMT	https://kelhome.in/assets/img/product/Semi%20automatic%20washing%20machine.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/product/Semi%20automatic%20washing%20machine.png	(from https://kelhome.in/appliance.html)
11:47:00	186283/186283	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:43:47%20GMT	https://kelhome.in/assets/img/product/Easy%20Mop.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/product/Easy%20Mop.png	(from https://kelhome.in/appliance.html)
11:47:00	46306/46306	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:44:23%20GMT	https://kelhome.in/assets/img/product/Pathiri%20Tawa%20-%20Round.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/product/Pathiri%20Tawa%20-%20Round.png	(from https://kelhome.in/kitchen.html)
11:47:00	253141/253141	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:44:49%20GMT	https://kelhome.in/assets/img/product/Thermosteel%20Vaccum%20Flask.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/product/Thermosteel%20Vaccum%20Flask.png	(from https://kelhome.in/kitchen.html)
11:47:01	165064/165064	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:44:22%20GMT	https://kelhome.in/assets/img/product/Non%20-%20Stick%20Kadai%20Pot.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/product/Non%20-%20Stick%20Kadai%20Pot.png	(from https://kelhome.in/kitchen.html)
11:47:03	225897/225897	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:43:38%20GMT	https://kelhome.in/assets/img/product/Aluminium%20Pressure%20Cooker.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/product/Aluminium%20Pressure%20Cooker.png	(from https://kelhome.in/kitchen.html)
11:47:03	93357/93357	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:44:40%20GMT	https://kelhome.in/assets/img/product/Tawa%20Pan%20IB.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/product/Tawa%20Pan%20IB.png	(from https://kelhome.in/kitchen.html)
11:47:03	220946/220946	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:44:29%20GMT	https://kelhome.in/assets/img/product/Rise%20Cooker.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/product/Rise%20Cooker.png	(from https://kelhome.in/kitchen.html)
11:47:05	114002/114002	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:43:39%20GMT	https://kelhome.in/assets/img/product/Appachatty.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/product/Appachatty.png	(from https://kelhome.in/kitchen.html)
11:47:05	99758/99758	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:43:27%20GMT	https://kelhome.in/assets/img/product/4%20PCS%20ATF.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/product/4%20PCS%20ATF.png	(from https://kelhome.in/kitchen.html)
11:47:06	192987/192987	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:44:04%20GMT	https://kelhome.in/assets/img/product/Hand%20Lamp.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/product/Hand%20Lamp.png	(from https://kelhome.in/electrical.html)
11:47:06	1837/1837	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:42:42%20GMT	https://kelhome.in/assets/img/icon-img/about-us-icon1.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/icon-img/about-us-icon1.png	(from https://kelhome.in/about-us.html)
11:47:06	196776/196776	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Apr%202023%2007:44:58%20GMT	https://kelhome.in/assets/img/slider/banner.jpg	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/slider/banner.jpg	(from https://kelhome.in/about-us.html)
11:47:06	1477/1477	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:42:42%20GMT	https://kelhome.in/assets/img/icon-img/about-us-icon2.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/icon-img/about-us-icon2.png	(from https://kelhome.in/about-us.html)
11:47:07	1806/1806	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:42:47%20GMT	https://kelhome.in/assets/img/icon-img/about-us-icon3.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/icon-img/about-us-icon3.png	(from https://kelhome.in/about-us.html)
11:47:07	1538/1538	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:42:48%20GMT	https://kelhome.in/assets/img/icon-img/about-us-icon4.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/icon-img/about-us-icon4.png	(from https://kelhome.in/about-us.html)
11:47:09	66014/66014	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Apr%202023%2007:42:45%20GMT	https://kelhome.in/assets/img/banner/about-us-img2.jpg	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/banner/about-us-img2.jpg	(from https://kelhome.in/about-us.html)
11:47:10	135122/135122	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Apr%202023%2007:45:09%20GMT	https://kelhome.in/assets/img/slider/vision.jpg	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/slider/vision.jpg	(from https://kelhome.in/about-us.html)
11:47:19	14592654/14592654	---M--	200	added ('OK')	application/pdf	date:Tue,%2004%20Apr%202023%2007:40:24%20GMT	https://kelhome.in/assets/Kelhome.pdf	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/Kelhome.pdf	(from https://kelhome.in/)
11:47:32	967718/967718	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Apr%202023%2007:45:05%20GMT	https://kelhome.in/assets/img/slider/home4-slider1.jpg	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/img/slider/home4-slider1.jpg	(from https://kelhome.in/)
11:47:37	7006/7006	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:42:24%20GMT	https://kelhome.in/assets/css/images/ui-icons_444444_256x240.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/css/images/ui-icons_444444_256x240.png	(from https://kelhome.in/assets/css/jquery-ui.css)
11:47:37	7074/7074	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:42:28%20GMT	https://kelhome.in/assets/css/images/ui-icons_555555_256x240.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/css/images/ui-icons_555555_256x240.png	(from https://kelhome.in/assets/css/jquery-ui.css)
11:47:38	6313/6313	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:42:32%20GMT	https://kelhome.in/assets/css/images/ui-icons_ffffff_256x240.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/css/images/ui-icons_ffffff_256x240.png	(from https://kelhome.in/assets/css/jquery-ui.css)
11:47:38	4676/4676	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:42:28%20GMT	https://kelhome.in/assets/css/images/ui-icons_777620_256x240.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/css/images/ui-icons_777620_256x240.png	(from https://kelhome.in/assets/css/jquery-ui.css)
11:47:39	4632/4632	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:42:32%20GMT	https://kelhome.in/assets/css/images/ui-icons_cc0000_256x240.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/css/images/ui-icons_cc0000_256x240.png	(from https://kelhome.in/assets/css/jquery-ui.css)
11:47:39	7013/7013	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202023%2007:42:32%20GMT	https://kelhome.in/assets/css/images/ui-icons_777777_256x240.png	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/assets/css/images/ui-icons_777777_256x240.png	(from https://kelhome.in/assets/css/jquery-ui.css)
11:47:39	0/-1	---M--	409	error ('')			https://kelhome.in/contact.html	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/contact.html	(from https://kelhome.in/)
11:47:39	0/-1	---M--	409	error ('')			https://kelhome.in/contact.html	C:/Users/ashna/OneDrive/Desktop/Personal/completeTemplate/kelhome.in/contact.html	(from https://kelhome.in/)
